customer_id,total_gross_profit,profit_rank,customer_profit_pct,cumulative_profit_pct
131807,256.6,1,0.0027460649723680835,0.0027460649723680835
115238,249.3,2,0.002667942313372421,0.005414007285740504
122336,193.44,3,0.0020701434460439674,0.007484150731784471
164756,166.42,4,0.0017809825904189257,0.009265133322203396
139675,134.39999999999998,5,0.00143831306424891,0.010703446386452306
151799,132.51999999999998,6,0.0014181938041239997,0.012121640190576306
124163,127.95,7,0.0013692868792458935,0.0134909270698222
100111,125.92999999999999,8,0.0013476693763457236,0.014838596446167923
164770,122.5,9,0.0013109624283518713,0.016149558874519795
119508,122.33999999999999,10,0.001309250150894432,0.017458809025414225
129322,120.04999999999998,11,0.0012847431797848338,0.01874355220519906
125388,115,12,0.0012306994225344098,0.019974251627733468
163790,113.53,13,0.0012149678733941874,0.021189219501127655
117457,112.42,14,0.001203088948533203,0.022392308449660857
105732,112.33,15,0.0012021257924633936,0.023594434242124252
106439,109.86,16,0.0011756925092141761,0.02477012675133843
163328,109.00999999999999,17,0.0011665960352215305,0.025936722786559955
164147,107.25,18,0.0011477609831896996,0.027084483769749656
112109,107.05999999999999,19,0.0011457276537089904,0.028230211423458645
140326,104.85,20,0.001122076821328112,0.029352288244786758
165330,104.78,21,0.0011213276999404822,0.03047361594472724
165344,103.44,22,0.001106987376234429,0.03158060332096167
140949,100.78999999999999,23,0.0010786277808455926,0.03265923110180726
145177,100.23,24,0.0010726348097445557,0.03373186591155182
107202,100,25,0.0010701734108994867,0.03480203932245131
108504,99.36,26,0.0010633243010697302,0.03586536362352104
112347,99.13,27,0.0010608629022246612,0.036926226525745696
132626,99.11999999999999,28,0.0010607558848835712,0.03798698241062927
104346,98.67999999999999,29,0.0010560471218756134,0.03904302953250488
103674,98.47999999999999,30,0.0010539067750538144,0.040096936307558693
126977,97.06,31,0.001038710312619042,0.04113564662017774
129364,95.75,32,0.0010246910409362586,0.042160337661113996
157987,95.61999999999999,33,0.0010232998155020891,0.043183637476616084
138247,94.6,34,0.0010123840467109145,0.044196021523326995
129007,93.84,35,0.0010042507287880784,0.04520027225211508
115812,92.59,36,0.0009908735611518348,0.046191145813266915
115441,92.21000000000001,37,0.0009868069021904168,0.047177952715457334
114013,90.78999999999999,38,0.0009716104397556439,0.048149563155212974
135937,90.11999999999999,39,0.0009644402779026174,0.04911400343311559
147900,90,40,0.0009631560698095381,0.05007715950292513
151750,89.94,41,0.0009625139657629983,0.051039673468688124
110156,89.64,42,0.0009593034455302999,0.051998976914218425
110786,88.91,43,0.0009514911796307336,0.05295046809384916
139892,88.89999999999999,44,0.0009513841622896436,0.0539018522561388
106376,88.44,45,0.0009464613645995061,0.054848313620738304
118017,88.22999999999999,46,0.0009442140004366171,0.05579252762117491
158421,88.15,47,0.0009433578617078977,0.05673588548288281
108189,87.9,48,0.0009406824281806489,0.05767656791106345
155481,87.64,49,0.0009378999773123102,0.058614467888375765
160766,84.19,50,0.0009009789946362779,0.05951544688301204
128608,84,51,0.0008989456651555689,0.060414392548167606
131338,81.86999999999999,52,0.0008761509715034097,0.06129054351967102
145583,80.15,53,0.0008577439888359387,0.06214828750850695
136924,80,54,0.0008561387287195894,0.06300442623722655
166317,79.28999999999999,55,0.000848540497502203,0.06385296673472875
161935,79.17,56,0.0008472562894091237,0.06470022302413787
157490,78.9,57,0.0008443668211996951,0.06554458984533756
152730,78.46000000000001,58,0.0008396580581917374,0.0663842479035293
103135,78.36,59,0.0008385878847808378,0.06722283578831013
109253,77.82,60,0.0008328089483619805,0.06805564473667211
167010,77.71000000000001,61,0.0008316317576099912,0.0688872764942821
106992,77.5,62,0.0008293843934471022,0.06971666088772921
106859,77.17999999999999,63,0.0008259598385322238,0.07054262072626143
124800,77.14,64,0.0008255317691678641,0.0713681524954293
144806,77.07,65,0.0008247826477802344,0.07219293514320953
142237,76.72999999999999,66,0.0008211440581831762,0.0730140792013927
109365,76.57,67,0.000819431780725737,0.07383351098211843
169019,76.36,68,0.0008171844165628481,0.07465069539868129
158694,76.29,69,0.0008164352951752186,0.0754671306938565
150714,75.83,70,0.0008115124974850808,0.07627864319134157
158372,75.51,71,0.0008080879425702025,0.07708673113391178
126452,75.25,72,0.0008053054917018638,0.07789203662561364
137463,75.08,73,0.0008034861969033346,0.07869552282251698
128965,75.05000000000001,74,0.000803165144880065,0.07949868796739705
